SleeperId,Overall Rank,Name,Position,Team,Bye,Position Rank,Tier,OverallTier
12526,41,Tetairoa McMillan,WR,CAR,,18,4,4
4881,42,Lamar Jackson,QB,BAL,,2,1,4
8155,43,Breece Hall,RB,NYJ,,19,4,4
8150,44,Kyren Williams,RB,LAR,,20,4,4
8146,45,Garrett Wilson,WR,NYJ,,19,4,4
12519,46,Luther Burden,WR,CHI,,20,4,4
9496,47,Sam James,WR,,,21,5,4
7543,48,Travis Etienne,RB,NO,,21,5,4
9499,49,Bryce Ford-Wheaton,WR,,,22,5,5
7588,50,Javonte Williams,RB,DAL,,22,5,5
9495,51,Rakim Jarrett,WR,,,23,5,5
11564,52,Drake Maye,QB,NE,,3,1,5
7526,53,Jaylen Waddle,WR,DEN,,24,5,5
2133,54,Davante Adams,WR,LAR,,25,5,5
9491,55,Ty Scott,WR,,,26,6,5
11635,56,Ladd McConkey,WR,LAC,,27,6,5
12517,57,Colston Loveland,TE,CHI,,4,1,5
9997,58,Zay Flowers,WR,BAL,,28,6,5
9489,59,Justin Shorter,WR,LV,,29,6,5
8148,60,Jameson Williams,WR,DET,,30,6,5
12529,61,TreVeyon Henderson,RB,NE,,23,5,6
7525,62,DeVonta Smith,WR,PHI,,31,7,6
12514,63,Emeka Egbuka,WR,TB,,32,7,6
5927,64,Terry McLaurin,WR,WAS,,33,7,6
6770,65,Joe Burrow,QB,CIN,,4,1,6
12518,66,Tyler Warren,TE,IND,,5,1,6
9483,67,Zack Kuntz,TE,MIA,,6,2,6
12489,68,RJ Harvey,RB,DEN,,24,5,6
4983,69,DJ Moore,WR,BUF,,34,7,6
12481,70,Cam Skattebo,RB,NYG,,25,5,6
12490,71,Bhayshul Tuten,RB,JAX,,26,6,6
11566,72,Jayden Daniels,QB,WAS,,5,1,6
2216,73,Mike Evans,WR,SF,,35,7,7
13279,74,Carnell Tate,WR,,,36,8,7
6790,75,D'Andre Swift,RB,CHI,,27,6,7
6904,76,Jalen Hurts,QB,PHI,,6,2,7
12512,77,Quinshon Judkins,RB,CLE,,28,6,7
12506,78,Harold Fannin,TE,CLE,,7,2,7
8167,79,Christian Watson,WR,GB,,37,8,7
9223,80,Tiyon Evans,RB,,,29,6,7
902,81,Dwayne Harris,WR,,,38,8,7
5892,82,David Montgomery,RB,HOU,,30,6,7
8928,83,Daylen Baldwin,WR,,,39,8,7
8228,84,Jaylen Warren,RB,PIT,,31,7,7
11620,85,Rome Odunze,WR,CHI,,40,8,8
8921,86,Maurice Alexander,WR,CHI,,41,9,8
13281,87,Jordyn Tyson,WR,,,42,9,8
9484,88,Tucker Kraft,TE,GB,,8,2,8
8934,89,Clint Ratkovich,FB,,,2,1,8
5045,90,Courtland Sutton,WR,DEN,,43,9,8
7553,91,Kyle Pitts,TE,ATL,,9,2,8
8931,92,Josh Ali,WR,,,44,9,8
5846,93,DK Metcalf,WR,PIT,,45,9,8
12508,94,Jaxson Dart,QB,NYG,,7,2,8
7611,95,Rhamondre Stevenson,RB,NE,,32,7,8
8891,96,Ryan McDaniel,WR,,,46,10,8
6797,97,Justin Herbert,QB,LAC,,8,2,9
8908,98,Brandon Lewis,WR,,,47,10,9
8888,99,Kameron Brown,WR,,,48,10,9
10232,100,Michael Wilson,WR,ARI,,49,10,9
13294,101,Makai Lemon,WR,,,50,10,9
5947,102,Jakobi Meyers,WR,JAX,,51,11,9
886,103,Taiwan Jones,RB,,,33,7,9
11631,104,Brian Thomas,WR,JAX,,52,11,9
11560,105,Caleb Williams,QB,CHI,,9,2,9
12534,106,Kyle Monangai,RB,CHI,,34,7,9
8820,107,Troy Hairston,RB,,,35,7,9
10859,108,Sam LaPorta,TE,DET,,10,2,9
10236,109,Dalton Kincaid,TE,BUF,,11,3,10
11628,110,Marvin Harrison,WR,ARI,,53,11,10
7523,111,Trevor Lawrence,QB,JAX,,10,2,10
8825,112,Kekoa Crawford,WR,,,54,11,10
5967,113,Tony Pollard,RB,TEN,,36,8,10
7021,114,Rico Dowdle,RB,PIT,,37,8,10
12493,115,Oronde Gadsden,TE,LAC,,12,3,10
3294,116,Dak Prescott,QB,DAL,,11,3,10
7594,117,Chuba Hubbard,RB,CAR,,38,8,10
11586,118,Blake Corum,RB,LAR,,39,8,10
11638,119,Ricky Pearsall,WR,SF,,55,11,10
4046,120,Patrick Mahomes,QB,KC,,12,3,10
8142,121,Alec Pierce,WR,IND,,56,12,11
8876,122,Kevin Kassis,WR,,,57,12,11
4037,123,Chris Godwin,WR,TB,,58,12,11
8183,124,Brock Purdy,QB,SF,,13,3,11
8924,125,Thomas Odukoya,TE,,,13,3,11
8858,126,Keshunn Abram,WR,,,59,12,11
9487,127,Parker Washington,WR,JAX,,60,12,11
3214,128,Hunter Henry,TE,NE,,14,3,11
8905,129,Travis Koontz,TE,,,15,3,11
5022,130,Dallas Goedert,TE,PHI,,16,4,11
8878,131,Jared Scott,TE,,,17,4,11
6806,132,J.K. Dobbins,RB,DEN,,40,8,11
5012,133,Mark Andrews,TE,BAL,,18,4,12
8813,134,Anthony Turner,WR,,,61,13,12
8110,135,Jake Ferguson,TE,DAL,,19,4,12
8890,136,Naz Bohannon,TE,,,20,4,12
5001,137,Dalton Schultz,TE,HOU,,21,5,12
9756,138,Jordan Addison,WR,MIN,,62,13,12
4217,139,George Kittle,TE,SF,,22,5,12
8154,140,Brian Robinson,RB,ATL,,41,9,12
7002,141,Juwan Johnson,TE,NO,,23,5,12
9480,142,Brenton Strange,TE,JAX,,24,5,12
421,143,Matthew Stafford,QB,LAR,,14,3,12
8126,144,Wan'Dale Robinson,WR,TEN,,63,13,12
1466,145,Travis Kelce,TE,KC,,25,5,13
6819,146,Michael Pittman,WR,PIT,,64,13,13
8801,147,Dennis Houston,WR,TB,,65,13,13
13330,148,Kenyon Sadiq,TE,,,26,6,13
11563,149,Bo Nix,QB,DEN,,15,3,13
9754,150,Quentin Johnston,WR,LAC,,66,14,13
8783,151,Kendric Pryor,WR,CIN,,67,14,13
4199,152,Aaron Jones,RB,MIN,,42,9,13
7567,153,Kenneth Gainwell,RB,TB,,43,9,13
6804,154,Jordan Love,QB,GB,,16,4,13
8131,155,Isaiah Likely,TE,NYG,,27,6,13
2449,156,Stefon Diggs,WR,,,68,14,13
8132,157,Tyler Allgeier,RB,ARI,,44,9,14
8121,158,Romeo Doubs,WR,NE,,69,14,14
8721,159,De'Montre Tuggle,RB,,,45,9,14
4137,160,James Conner,RB,ARI,,46,10,14
3163,161,Jared Goff,QB,DET,,17,4,14
8769,162,Josh Bist,TE,,,28,6,14
10222,163,Jayden Reed,WR,GB,,70,14,14
8755,164,Kaden Davis,WR,,,71,15,14
8732,165,Raleigh Webb,WR,,,72,15,14
12533,166,Jacory Croskey-Merritt,RB,WAS,,47,10,14
8778,167,Justin Rigg,TE,,,29,6,14
8134,168,Khalil Shakir,WR,BUF,,73,15,14
11624,169,Xavier Worthy,WR,KC,,74,15,15
8423,170,Brittain Brown,RB,CHI,,48,10,15
7049,171,Jauan Jennings,WR,,,75,15,15
11603,172,AJ Barner,TE,SEA,,30,6,15
13286,173,Jadarian Price,RB,,,49,10,15
9753,174,Zach Charbonnet,RB,SEA,,50,10,15
8161,175,Malik Willis,QB,MIA,,18,4,15
8407,176,T.J. Pledger,RB,,,51,11,15
12484,177,Jayden Higgins,WR,HOU,,76,16,15
8700,178,Savon Scarver,WR,,,77,16,15
4892,179,Baker Mayfield,QB,TB,,19,4,15
12474,180,Woody Marks,RB,HOU,,52,11,15
5844,181,T.J. Hockenson,TE,MIN,,31,7,16
13298,182,KC Concepcion,WR,,,78,16,16
4033,183,David Njoku,TE,,,32,7,16
8697,184,Kevin Shaa,WR,,,79,16,16
8690,185,Jake Herslow,WR,,,80,16,16
12545,186,Tyler Shough,QB,NO,,20,4,16
11646,187,Jalen Coker,WR,CAR,,81,17,16
11655,188,Tyrone Tracy,RB,NYG,,53,11,16
8408,189,Jordan Mason,RB,MIN,,54,11,16
9500,190,Josh Downs,WR,IND,,82,17,16
13337,191,Emmett Johnson,RB,,,55,11,16
8699,192,Cyrus Holder,WR,,,83,17,16
8442,193,Jarrett Guarantano,QB,,,21,5,17
8568,194,John Lovett,RB,,,56,12,17
8663,195,Jared Bernhardt,WR,,,84,17,17
5849,196,Kyler Murray,QB,MIN,,22,5,17
6865,197,Colby Parkinson,TE,LAR,,33,7,17
11589,198,Trey Benson,RB,ARI,,57,12,17
8210,199,Chig Okonkwo,TE,WAS,,34,7,17
12498,200,Mason Taylor,TE,NYJ,,35,7,17
13345,201,Jonah Coleman,RB,,,58,12,17
8656,202,Tyshaun James,WR,,,85,17,17
13349,203,Eli Stowers,TE,,,36,8,17
829,204,Andy Dalton,QB,PHI,,23,5,17
4035,205,Alvin Kamara,RB,NO,,59,12,18
12487,206,Terrance Ferguson,TE,LAR,,37,8,18
8633,207,Stephon Robinson,WR,,,86,18,18
9508,208,Tyjae Spears,RB,TEN,,60,12,18
8136,209,Rachaad White,RB,WAS,,61,13,18
11597,210,Theo Johnson,TE,NYG,,38,8,18
3321,211,Tyreek Hill,WR,,,87,18,18
8111,212,Cade Otton,TE,TB,,39,8,18
8628,213,Jontre Kirklin,WR,,,88,18,18
9758,214,C.J. Stroud,QB,HOU,,24,5,18
8255,215,Raheem Blackshear,RB,,,62,13,18
8240,216,BJ Baylor,RB,,,63,13,18
5872,217,Deebo Samuel,WR,,,89,18,19
4943,218,Sam Darnold,QB,SEA,,25,5,19
13276,219,Omar Cooper,WR,,,90,18,19
12469,220,Dylan Sampson,RB,CLE,,64,13,19
13346,221,Denzel Boston,WR,,,91,19,19
12502,222,Gunnar Helm,TE,TEN,,40,8,19
13301,223,Antonio Williams,WR,,,92,19,19
7203,224,Antonio Williams,RB,,,65,13,19
12530,225,Travis Hunter,WR,JAX,,93,19,19
12501,226,Matthew Golden,WR,GB,,94,19,19
8747,227,Roger Carter,TE,,,41,9,19
6783,228,Jerry Jeudy,WR,CLE,,95,19,19
8757,229,Rodney Williams,TE,,,42,9,20
11576,230,Braelon Allen,RB,NYJ,,66,14,20
8676,231,Rashid Shaheed,WR,SEA,,96,20,20
11625,232,Adonai Mitchell,WR,NYJ,,97,20,20
9504,233,Kayshon Boutte,WR,NE,,98,20,20
13305,234,Mike Washington,RB,,,67,14,20
8246,235,Bryant Koback,RB,,,68,14,20
11618,236,Jalen McMillan,WR,TB,,99,20,20
8595,237,Kyric McGowan,WR,,,100,20,20
11647,238,Kimani Vidal,RB,LAC,,69,14,20
8581,239,Trevon Bradford,WR,,,101,21,20
10219,240,Chris Rodriguez,RB,JAX,,70,14,20
8239,241,Ricky Person,RB,,,71,15,21
8613,242,Taysir Mack,WR,,,102,21,21
11583,243,Jonathon Brooks,RB,CAR,,72,15,21
11627,244,Troy Franklin,WR,DEN,,103,21,21
12492,245,Pat Bryant,WR,DEN,,104,21,21
8571,246,Ra'Shaun Henry,WR,,,105,21,21
13269,247,Fernando Mendoza,QB,,,26,6,21
9225,248,Tank Bigsby,RB,PHI,,73,15,21
12522,249,Cam Ward,QB,TEN,,27,6,21
12540,250,Chimere Dike,WR,TEN,,106,22,21
9511,251,Keaton Mitchell,RB,LAC,,74,15,21
6803,252,Brandon Aiyuk,WR,SF,,107,22,21
8205,253,Isiah Pacheco,RB,DET,,75,15,22
8698,254,Jake Tonges,TE,SF,,43,9,22
9506,255,Sean Tucker,RB,TB,,76,16,22
9228,256,Bryce Young,QB,CAR,,28,6,22
12509,257,Tre' Harris,WR,LAC,,108,22,22
5870,258,Daniel Jones,QB,IND,,29,6,22
4981,259,Calvin Ridley,WR,TEN,,109,22,22
13405,260,Kaytron Allen,RB,,,77,16,22
13293,261,Ja'Kobi Lane,WR,,,110,22,22
12535,262,Isaac TeSlaa,WR,DET,,111,23,22
12499,263,Elic Ayomanor,WR,TEN,,112,23,22
3257,264,Jacoby Brissett,QB,ARI,,30,6,22
11435,265,Emanuel Wilson,RB,SEA,,78,16,23
4018,266,Joe Mixon,RB,,,79,16,23
13320,267,Zachariah Branch,WR,,,113,23,23
9502,268,Tank Dell,WR,HOU,,114,23,23
10213,269,Tre Tucker,WR,LV,,115,23,23
11575,270,Ray Davis,RB,BUF,,80,16,23
13288,271,Nicholas Singleton,RB,,,81,17,23
12476,272,Devin Neal,RB,NO,,82,17,23
7528,273,Najee Harris,RB,,,83,17,23
12536,274,Jaylin Noel,WR,HOU,,116,24,23
11643,275,Jaylen Wright,RB,MIA,,84,17,23
12504,276,Kaleb Johnson,RB,PIT,,85,17,23
13347,277,Demond Claiborne,RB,,,86,18,24
9494,278,Marvin Mims,WR,DEN,,117,24,24
13274,279,Germie Bernard,WR,,,118,24,24
7090,280,Darnell Mooney,WR,NYG,,119,24,24
12547,281,Kyle Williams,WR,NE,,120,24,24
13317,282,Ted Hurst,WR,,,121,25,24
8751,283,Dylan Parham,TE,,,44,9,24
11565,284,J.J. McCarthy,QB,MIN,,31,7,24
9757,285,Kendre Miller,RB,NO,,87,18,24
12524,286,Shedeur Sanders,QB,CLE,,32,7,24
8180,287,Jalen Nailor,WR,LV,,122,25,24
12455,288,Brashard Smith,RB,KC,,88,18,24
11783,289,Ryan Flournoy,WR,DAL,,123,25,25
11559,290,Michael Penix,QB,ATL,,33,7,25
12497,291,Tory Horton,WR,SEA,,124,25,25
13268,292,Elijah Sarratt,WR,,,125,25,25
13353,293,Chris Brazzell,WR,,,126,26,25
13311,294,Chris Bell,WR,,,127,26,25
7571,295,Rashod Bateman,WR,BAL,,128,26,25
1479,296,Keenan Allen,WR,,,129,26,25
11637,297,Keon Coleman,WR,BUF,,130,26,25
4039,298,Cooper Kupp,WR,SEA,,131,27,25
8226,299,Greg Bell,RB,,,89,18,25
6768,300,Tua Tagovailoa,QB,ATL,,34,7,25
12457,301,Jaydon Blue,RB,DAL,,90,18,26
11579,302,Audric Estime,RB,NO,,91,19,26
12483,303,Jack Bech,WR,LV,,132,27,26
8223,304,Velus Jones,WR,SEA,,133,27,26
11834,305,Devaughn Vele,WR,NO,,134,27,26
11569,306,Jarquez Hunter,RB,LAR,,92,19,26
4950,307,Christian Kirk,WR,SF,,135,27,26
13275,308,Ty Simpson,QB,,,35,7,26
13285,309,Malachi Fields,WR,,,136,28,26
13278,310,Max Klare,TE,,,45,9,26
13401,311,Michael Trigg,TE,,,46,10,26
7926,312,Carl Tucker,TE,,,47,10,26
868,313,Virgil Green,TE,,,48,10,27
8638,314,Grayson Gunter,TE,,,49,10,27
8621,315,Garrett Walston,TE,,,50,10,27
8549,316,Trevon Clark,WR,,,137,28,27
8184,317,D'Vonte Price,RB,,,93,19,27
8195,318,Ronnie Rivers,RB,LAR,,94,19,27
8439,319,Demetris Robertson,WR,,,138,28,27
8194,320,Jashaun Corbin,RB,,,95,19,27
8179,321,Snoop Conner,RB,,,96,20,27
8543,322,Drew Estrada,WR,,,139,28,27
8437,323,Thomas Hennigan,WR,,,140,28,27
8218,324,Max Borghi,RB,,,97,20,27
8174,325,Kevin Harris,RB,,,98,20,28
8153,326,Isaiah Spiller,RB,,,99,20,28
8420,327,Jack Sorenson,WR,,,141,29,28
8187,328,CJ Verdell,RB,,,100,20,28
8189,329,Trestan Ebner,RB,,,101,21,28
8436,330,Neil Pau'u,WR,,,142,29,28
7527,331,Mac Jones,QB,SF,,36,8,28
9229,332,Anthony Richardson,QB,IND,,37,8,28
1373,333,Geno Smith,QB,NYJ,,38,8,28
7600,334,Pat Freiermuth,TE,PIT,,51,11,28
7591,335,Justin Fields,QB,KC,,39,8,28
13404,336,Garrett Nussmeier,QB,,,40,8,28
96,337,Aaron Rodgers,QB,,,41,9,29
12521,338,Elijah Arroyo,TE,SEA,,52,11,29
13402,339,Skyler Bell,WR,,,143,29,29
12510,340,Jalen Milroe,QB,SEA,,42,9,29
12495,341,Ollie Gordon,RB,MIA,,102,21,29
9482,342,Michael Mayer,TE,LV,,53,11,29
11610,343,Malik Washington,WR,MIA,,144,29,29
1166,344,Kirk Cousins,QB,,,43,9,29
12511,345,Will Howard,QB,PIT,,44,9,29
13338,346,Kevin Coleman,WR,,,145,29,29
12503,347,Isaiah Bond,WR,CLE,,146,30,29
12485,348,Tez Johnson,WR,TB,,147,30,29
12471,349,DJ Giddens,RB,IND,,103,21,30
4066,350,Evan Engram,TE,DEN,,54,11,30
12467,351,Jordan James,RB,SF,,104,21,30
13300,352,Le'Veon Moss,RB,,,105,21,30
11600,353,Ja'Tavion Sanders,TE,CAR,,55,11,30
11626,354,Xavier Legette,WR,CAR,,148,30,30
12500,355,Quinn Ewers,QB,MIA,,45,9,30
4017,356,Deshaun Watson,QB,CLE,,46,10,30
11596,357,Ben Sinnott,TE,WAS,,56,12,30
13403,358,Jam Miller,RB,,,106,22,30
12544,359,LeQuint Allen,RB,JAX,,107,22,30
9486,360,Dontayvion Wicks,WR,GB,,149,30,30
5848,361,Marquise Brown,WR,PHI,,150,30,31
13348,362,J'Mari Taylor,RB,,,108,22,31
12541,363,Dont'e Thornton,WR,LV,,151,31,31
13303,364,Cade Klubnik,QB,,,47,10,31
2307,365,Marcus Mariota,QB,WAS,,48,10,31
12470,366,Riley Leonard,QB,IND,,49,10,31
6826,367,Cole Kmet,TE,CHI,,57,12,31
11571,368,Isaiah Davis,RB,NYJ,,109,22,31
7828,369,Noah Gray,TE,KC,,58,12,31
4993,370,Mike Gesicki,TE,CIN,,59,12,31
10444,371,Cedric Tillman,WR,CLE,,152,31,31
13333,372,Deion Burks,WR,,,153,31,31
8188,373,Tyquan Thornton,WR,KC,,154,31,32
8119,374,Jahan Dotson,WR,ATL,,155,31,32
12505,375,Jalen Royals,WR,KC,,156,32,32
9479,376,Darnell Washington,TE,PIT,,60,12,32
13282,377,Jack Endries,TE,,,61,13,32
9501,378,DeMario Douglas,WR,NE,,157,32,32
2306,379,Jameis Winston,QB,NYG,,50,10,32
12531,380,Trevor Etienne,RB,CAR,,110,22,32
11557,381,Joe Milton,QB,DAL,,51,11,32
11256,382,Tyson Bagent,QB,CHI,,52,11,32
13272,383,Carson Beck,QB,,,53,11,32
8172,384,Greg Dulcich,TE,MIA,,62,13,32
12658,385,Jackson Hawes,TE,BUF,,63,13,33
8559,386,Josh Babicz,TE,,,64,13,33
8583,387,Stone Smartt,TE,PHI,,65,13,33
8500,388,John FitzPatrick,TE,,,66,14,33
8539,389,Seth Green,TE,,,67,14,33
8253,390,Deven Thompkins,WR,ATL,,158,32,33
10231,391,Elijah Higgins,TE,ARI,,68,14,33
3516,392,Mitch Mathews,WR,,,159,32,33
8092,393,Corey Taylor,RB,,,111,23,33
6588,394,Tom Kennedy,WR,DET,,160,32,33
7424,395,Anthony Jones,RB,,,112,23,33
8435,396,Kwamie Lassiter,WR,,,161,33,33
3052,397,Kendrick Ings,WR,,,162,33,34
8523,398,Nick Muse,TE,,,69,14,34
6202,399,Jakob Johnson,FB,,,3,1,34
8410,400,Jequez Ezzard,WR,,,163,33,34
