first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,ppg_projection,value_projection,ppg_actual,value_actual
Brashard,Smith,RB,,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,4100,6,3.7,3.7,3.7,5.3,1.29
Ravens,,DST,,6,2025-10-12,Sun-Mon,BAL,LAR,+7.5,44.5,18.5,2100,19,0.6,5.6,0.6,5.2,2.48
Panthers,,DST,,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,2300,3,5.4,3.6,5.4,5.2,2.26
Parker,Washington,WR,,6,2025-10-12,Sun-Mon,JAX,SEA,+0.5,47.5,23.5,3600,12,9.0,10.8,8.9,5.2,1.45
Demarcus,Robinson,WR,,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,3600,13,6.8,4.7,5.0,5.2,1.45
Blake,Corum,RB,,6,2025-10-12,Sun-Mon,LAR,BAL,-7.5,44.5,26,4800,31,4.6,3.5,4.6,5.1,1.06
Titans,,DST,,6,2025-10-12,Sun-Mon,TEN,LV,+4.5,41.5,18.5,2400,31,4.2,4.0,4.2,5.1,2.13
Luther,Burden III,WR,,6,2025-10-13,Sun-Mon,CHI,WAS,+5.5,50.5,22.5,4500,24,6.7,6.7,6.7,5.1,1.14
Emanuel,Wilson,RB,,6,2025-10-12,Sun-Mon,GB,CIN,-14.5,44.5,29.5,4100,32,6.4,5.7,4.7,5.0,1.21
Chimere,Dike,WR,,6,2025-10-12,Sun-Mon,TEN,LV,+4.5,41.5,18.5,3000,29,2.1,2.1,2.1,4.9,1.62
Bears,,DST,,6,2025-10-13,Sun-Mon,CHI,WAS,+5.5,50.5,22.5,2600,6,8.2,6.1,7.0,4.9,1.89
Raheem,Mostert,RB,,6,2025-10-12,Sun-Mon,LV,TEN,-4.5,41.5,23,4200,30,4.2,3.8,5.3,4.8,1.14
Taysom,Hill,TE,,6,2025-10-12,Sun-Mon,NO,NE,+3.5,45.5,21,3000,32,16.0,12.0,0.7,4.8,1.58
Pat,Freiermuth,TE,,6,2025-10-12,Sun-Mon,PIT,CLE,-5.5,38.5,22,2700,12,8.1,10.1,4.5,4.8,1.76
Colston,Loveland,TE,Q,6,2025-10-13,Sun-Mon,CHI,WAS,+5.5,50.5,22.5,3100,19,2.4,2.4,2.4,4.8,1.54
Isaiah,Likely,TE,,6,2025-10-12,Sun-Mon,BAL,LAR,+7.5,44.5,18.5,2800,18,8.5,8.3,2.2,4.7,1.69
Noah,Fant,TE,,6,2025-10-12,Sun-Mon,CIN,GB,+14.5,44.5,15,3100,27,10.1,7.9,8.3,4.7,1.52
Jeremy,McNichols,RB,,6,2025-10-13,Sun-Mon,WAS,CHI,-5.5,50.5,28,4100,29,3.9,3.7,5.1,4.7,1.16
Tyler,Higbee,TE,Q,6,2025-10-12,Sun-Mon,LAR,BAL,-7.5,44.5,26,2900,23,8.3,8.0,4.1,4.6,1.60
Jaydon,Blue,RB,,6,2025-10-12,Sun-Mon,DAL,CAR,-3.5,49.5,26.5,4000,15,0.7,0.7,0.7,4.6,1.14
Dont'e,Thornton Jr.,WR,,6,2025-10-12,Sun-Mon,LV,TEN,-4.5,41.5,23,3400,25,2.9,2.9,2.9,4.6,1.36
Nick,Westbrook-Ikhine,WR,,6,2025-10-12,Sun-Mon,MIA,LAC,+4.5,43.5,19.5,3200,4,4.5,7.2,2.2,4.6,1.45
Andrei,Iosivas,WR,,6,2025-10-12,Sun-Mon,CIN,GB,+14.5,44.5,15,3500,15,6.2,7.5,6.4,4.5,1.29
Falcons,,DST,,6,2025-10-13,Sun-Mon,ATL,BUF,+3.5,50.5,23.5,2300,4,5.0,8.2,7.3,4.4,1.93
Elijah,Arroyo,TE,,6,2025-10-12,Sun-Mon,SEA,JAX,-0.5,47.5,24,2600,14,3.0,3.0,3.0,4.4,1.69
Brandin,Cooks,WR,,6,2025-10-12,Sun-Mon,NO,NE,+3.5,45.5,21,3300,22,4.5,5.7,4.5,4.3,1.29
Cardinals,,DST,,6,2025-10-12,Sun-Mon,ARI,IND,+7.5,46.5,19.5,2600,1,7.0,5.0,7.0,4.2,1.63
Trevor,Etienne,RB,,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,4300,27,1.6,1.6,1.6,4.1,0.95
Ollie,Gordon II,RB,,6,2025-10-12,Sun-Mon,MIA,LAC,+4.5,43.5,19.5,4600,7,2.8,2.8,2.8,4.1,0.88
Jerome,Ford,RB,,6,2025-10-12,Sun-Mon,CLE,PIT,+5.5,38.5,16.5,4100,22,4.8,8.4,4.8,4.0,0.98
Samaje,Perine,RB,,6,2025-10-12,Sun-Mon,CIN,GB,+14.5,44.5,15,4000,8,2.0,2.8,2.3,3.9,0.98
Jack,Bech,WR,,6,2025-10-12,Sun-Mon,LV,TEN,-4.5,41.5,23,3300,25,3.7,3.7,3.7,3.9,1.18
DeMario,Douglas,WR,,6,2025-10-12,Sun-Mon,NE,NO,-3.5,45.5,24.5,3300,9,4.6,7.3,4.1,3.9,1.18
Kyle,Monangai,RB,,6,2025-10-13,Sun-Mon,CHI,WAS,+5.5,50.5,22.5,4000,10,2.9,2.9,2.9,3.9,0.98
Jackson,Hawes,TE,,6,2025-10-13,Sun-Mon,BUF,ATL,-3.5,50.5,27,2500,1,3.9,3.9,3.9,3.8,1.52
Isaac,TeSlaa,WR,,6,2025-10-12,Sun-Mon,DET,KC,+2.5,51.5,24.5,3400,8,5.1,5.1,5.1,3.8,1.13
Brian,Robinson Jr.,RB,,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,4400,12,2.6,5.6,2.6,3.8,0.86
KhaDarel,Hodge,WR,Q,6,2025-10-13,Sun-Mon,ATL,BUF,+3.5,50.5,23.5,3000,10,1.1,1.1,0.0,3.6,1.20
Elijah,Moore,WR,,6,2025-10-13,Sun-Mon,BUF,ATL,-3.5,50.5,27,3200,6,5.1,6.1,4.7,3.6,1.12
Mack,Hollins,WR,,6,2025-10-12,Sun-Mon,NE,NO,-3.5,45.5,24.5,3100,9,7.9,6.0,5.8,3.6,1.15
Austin,Hooper,TE,,6,2025-10-12,Sun-Mon,NE,NO,-3.5,45.5,24.5,2800,26,4.7,7.5,4.3,3.6,1.29
Kyle,Juszczyk,RB,,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,4000,12,5.0,5.1,5.0,3.6,0.90
Roman,Wilson,WR,,6,2025-10-12,Sun-Mon,PIT,CLE,-5.5,38.5,22,3000,17,0.9,0.9,1.7,3.5,1.17
Tyler,Lockett,WR,,6,2025-10-12,Sun-Mon,TEN,LV,+4.5,41.5,18.5,3200,29,3.6,3.5,3.6,3.4,1.06
Noah,Gray,TE,,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,2600,13,1.9,1.8,2.1,3.3,1.27
Darnell,Washington,TE,,6,2025-10-12,Sun-Mon,PIT,CLE,-5.5,38.5,22,2500,12,2.1,1.7,3.5,3.3,1.31
Ty,Johnson,RB,,6,2025-10-13,Sun-Mon,BUF,ATL,-3.5,50.5,27,4000,2,1.4,3.6,1.4,3.2,0.79
Zay,Jones,WR,Q,6,2025-10-12,Sun-Mon,ARI,IND,+7.5,46.5,19.5,3000,27,4.0,2.4,2.9,3.2,1.07
Greg,Dortch,WR,,6,2025-10-12,Sun-Mon,ARI,IND,+7.5,46.5,19.5,3100,27,3.4,5.8,3.4,3.2,1.02
DeAndre,Hopkins,WR,,6,2025-10-12,Sun-Mon,BAL,LAR,+7.5,44.5,18.5,4100,21,7.0,5.9,7.0,3.1,0.76
Jimmy,Horn Jr.,WR,,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,3000,32,5.1,5.1,5.1,3.1,1.03
Bengals,,DST,,6,2025-10-12,Sun-Mon,CIN,GB,+14.5,44.5,15,2000,12,2.8,7.0,2.8,3.1,1.55
Will,Dissly,TE,,6,2025-10-12,Sun-Mon,LAC,MIA,-4.5,43.5,24,2900,24,5.5,6.6,2.3,3.1,1.07
KeAndre,Lambert-Smith,WR,,6,2025-10-12,Sun-Mon,LAC,MIA,-4.5,43.5,24,3000,7,0.0,0.0,0.0,3.0,1.00
Savion,Williams,WR,Q,6,2025-10-12,Sun-Mon,GB,CIN,-14.5,44.5,29.5,3000,20,2.2,2.2,2.2,2.9,0.97
Tyler,Conklin,TE,,6,2025-10-12,Sun-Mon,LAC,MIA,-4.5,43.5,24,2700,24,4.6,7.1,3.4,2.9,1.07
Scotty,Miller,WR,,6,2025-10-12,Sun-Mon,PIT,CLE,-5.5,38.5,22,3000,17,1.4,0.7,0.0,2.9,0.95
Luke,Schoonmaker,TE,,6,2025-10-12,Sun-Mon,DAL,CAR,-3.5,49.5,26.5,2500,29,1.1,1.5,1.1,2.8,1.10
Julian,Hill,TE,,6,2025-10-12,Sun-Mon,MIA,LAC,+4.5,43.5,19.5,2500,5,2.1,1.6,3.5,2.8,1.10
Kalif,Raymond,WR,Q,6,2025-10-12,Sun-Mon,DET,KC,+2.5,51.5,24.5,3300,8,4.9,3.2,4.4,2.7,0.82
Dylan,Sampson,RB,,6,2025-10-12,Sun-Mon,CLE,PIT,+5.5,38.5,16.5,4000,22,5.9,5.9,5.9,2.7,0.68
Luke,Musgrave,TE,,6,2025-10-12,Sun-Mon,GB,CIN,-14.5,44.5,29.5,2500,30,2.2,2.0,2.7,2.6,1.04
Tyrell,Shavers,WR,,6,2025-10-13,Sun-Mon,BUF,ATL,-3.5,50.5,27,3000,6,3.7,3.1,1.5,2.5,0.85
Brycen,Tremayne,WR,,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,3100,32,4.0,3.4,5.0,2.5,0.81
Elijah,Higgins,TE,,6,2025-10-12,Sun-Mon,ARI,IND,+7.5,46.5,19.5,2500,11,2.5,2.3,3.1,2.5,1.00
Keaton,Mitchell,RB,,6,2025-10-12,Sun-Mon,BAL,LAR,+7.5,44.5,18.5,4000,3,1.8,2.7,2.3,2.4,0.60
DJ,Giddens,RB,,6,2025-10-12,Sun-Mon,IND,ARI,-7.5,46.5,27,4000,18,1.7,1.7,1.7,2.4,0.60
Johnny,Mundt,TE,,6,2025-10-12,Sun-Mon,JAX,SEA,+0.5,47.5,23.5,2500,28,1.6,1.0,0.9,2.4,0.96
Ben,Skowronek,WR,Q,6,2025-10-12,Sun-Mon,PIT,CLE,-5.5,38.5,22,3000,17,2.7,2.1,4.6,2.4,0.81
Chris,Brooks,RB,,6,2025-10-12,Sun-Mon,GB,CIN,-14.5,44.5,29.5,4000,32,3.4,3.4,2.7,2.3,0.58
Malik,Heath,WR,,6,2025-10-12,Sun-Mon,GB,CIN,-14.5,44.5,29.5,3000,20,4.4,3.2,3.3,2.3,0.77
Devaughn,Vele,WR,,6,2025-10-12,Sun-Mon,NO,NE,+3.5,45.5,21,3000,22,5.6,5.9,4.3,2.3,0.76
Kyle,Williams,WR,,6,2025-10-12,Sun-Mon,NE,NO,-3.5,45.5,24.5,3000,9,1.3,1.3,1.3,2.3,0.78
Ryan,Miller,WR,,6,2025-10-12,Sun-Mon,TB,SF,-3.5,47.5,25.5,3000,11,1.8,2.4,3.0,2.3,0.78
Jamari,Thrash,WR,,6,2025-10-12,Sun-Mon,CLE,PIT,+5.5,38.5,16.5,3200,28,1.8,1.2,2.3,2.2,0.67
Brock,Wright,TE,,6,2025-10-12,Sun-Mon,DET,KC,+2.5,51.5,24.5,2600,3,4.1,2.7,10.4,2.1,0.80
Luke,Farrell,TE,,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,2500,21,3.4,2.0,3.9,2.1,0.82
Ray,Davis,RB,,6,2025-10-13,Sun-Mon,BUF,ATL,-3.5,50.5,27,4100,2,0.8,3.0,0.8,2.0,0.48
Ian,Thomas,TE,,6,2025-10-12,Sun-Mon,LV,TEN,-4.5,41.5,23,2500,10,1.7,1.0,5.0,2.0,0.80
DeeJay,Dallas,RB,,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,4000,27,2.8,1.5,,1.9,0.48
Drew,Sample,TE,Q,6,2025-10-12,Sun-Mon,CIN,GB,+14.5,44.5,15,2500,27,3.6,2.9,3.2,1.9,0.77
Kaleb,Johnson,RB,,6,2025-10-12,Sun-Mon,PIT,CLE,-5.5,38.5,22,4400,1,0.7,0.7,0.7,1.9,0.43
Davis,Allen,TE,,6,2025-10-12,Sun-Mon,LAR,BAL,-7.5,44.5,26,2500,23,4.6,3.1,4.6,1.8,0.73
Albert,Okwuegbunam Jr.,TE,,6,2025-10-12,Sun-Mon,LV,TEN,-4.5,41.5,23,2600,10,1.7,2.4,8.6,1.8,0.69
LeQuint,Allen Jr.,RB,,6,2025-10-12,Sun-Mon,JAX,SEA,+0.5,47.5,23.5,4000,21,1.8,1.8,1.8,1.7,0.42
Alec,Ingold,RB,,6,2025-10-12,Sun-Mon,MIA,LAC,+4.5,43.5,19.5,4000,7,1.7,1.2,1.5,1.7,0.42
Kameron,Johnson,WR,,6,2025-10-12,Sun-Mon,TB,SF,-3.5,47.5,25.5,3000,11,0.2,0.2,,1.7,0.58
Marquez,Valdes-Scantling,WR,,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,3300,13,2.0,8.5,1.3,1.6,0.48
Tylan,Wallace,WR,,6,2025-10-12,Sun-Mon,BAL,LAR,+7.5,44.5,18.5,3000,21,3.9,2.6,4.3,1.5,0.50
Ashton,Dulin,WR,,6,2025-10-12,Sun-Mon,IND,ARI,-7.5,46.5,27,3100,18,2.4,1.4,3.9,1.5,0.48
Charlie,Kolar,TE,,6,2025-10-12,Sun-Mon,BAL,LAR,+7.5,44.5,18.5,2500,18,1.2,1.1,3.1,1.4,0.57
Terrance,Ferguson,TE,,6,2025-10-12,Sun-Mon,LAR,BAL,-7.5,44.5,26,2500,23,3.1,3.1,3.1,1.4,0.56
James,Mitchell,TE,,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,2500,16,2.1,1.1,2.9,1.4,0.54
Hunter,Luepke,RB,,6,2025-10-12,Sun-Mon,DAL,CAR,-3.5,49.5,26.5,4000,15,1.0,0.9,1.3,1.4,0.35
Van,Jefferson,WR,Q,6,2025-10-12,Sun-Mon,TEN,LV,+4.5,41.5,18.5,3000,29,4.6,4.2,2.1,1.4,0.48
John,Bates,TE,,6,2025-10-13,Sun-Mon,WAS,CHI,-5.5,50.5,28,2500,17,1.6,1.3,1.9,1.4,0.56
Mo,Alie-Cox,TE,,6,2025-10-12,Sun-Mon,IND,ARI,-7.5,46.5,27,2500,22,1.5,1.5,2.4,1.3,0.53
Charlie,Woerner,TE,,6,2025-10-13,Sun-Mon,ATL,BUF,+3.5,50.5,23.5,2500,2,1.0,1.1,0.5,1.2,0.50
Tanner,Conner,TE,,6,2025-10-12,Sun-Mon,MIA,LAC,+4.5,43.5,19.5,2500,5,2.0,1.5,3.3,1.2,0.49
Foster,Moreau,TE,,6,2025-10-12,Sun-Mon,NO,NE,+3.5,45.5,21,2500,32,9.2,6.5,,1.2,0.50
Ben,Sinnott,TE,,6,2025-10-13,Sun-Mon,WAS,CHI,-5.5,50.5,28,2500,17,1.0,0.8,1.7,1.2,0.46
John,FitzPatrick,TE,,6,2025-10-12,Sun-Mon,GB,CIN,-14.5,44.5,29.5,2500,30,2.1,1.2,5.2,1.1,0.43
Ameer,Abdullah,RB,,6,2025-10-12,Sun-Mon,IND,ARI,-7.5,46.5,27,4000,18,13.4,11.0,6.6,1.1,0.27
David,Sills V,WR,,6,2025-10-13,Sun-Mon,ATL,BUF,+3.5,50.5,23.5,3000,10,0.4,1.3,1.9,1.0,0.32
Mitchell,Evans,TE,,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,2800,16,5.6,5.6,5.6,1.0,0.34
Drew,Ogletree,TE,,6,2025-10-12,Sun-Mon,IND,ARI,-7.5,46.5,27,2500,22,1.3,0.9,,1.0,0.40
Dominic,Lovett,WR,,6,2025-10-12,Sun-Mon,DET,KC,+2.5,51.5,24.5,3000,8,,,,0.9,0.30
Payne,Durham,TE,,6,2025-10-12,Sun-Mon,TB,SF,-3.5,47.5,25.5,2500,15,5.8,3.3,0.0,0.9,0.36
Jamal,Agnew,WR,,6,2025-10-13,Sun-Mon,ATL,BUF,+3.5,50.5,23.5,3000,10,4.9,4.2,,0.8,0.27
Tahj,Brooks,RB,,6,2025-10-12,Sun-Mon,CIN,GB,+14.5,44.5,15,4000,8,1.7,1.7,1.7,0.8,0.21
Eric,Saubert,TE,,6,2025-10-12,Sun-Mon,SEA,JAX,-0.5,47.5,24,2500,14,3.0,1.8,2.2,0.8,0.32
Tim,Patrick,WR,,6,2025-10-12,Sun-Mon,JAX,SEA,+0.5,47.5,23.5,3000,12,1.3,4.8,0.9,0.8,0.27
Tay,Martin,WR,,6,2025-10-13,Sun-Mon,WAS,CHI,-5.5,50.5,28,3000,19,3.2,2.7,2.2,0.8,0.25
Brevyn,Spann-Ford,TE,,6,2025-10-12,Sun-Mon,DAL,CAR,-3.5,49.5,26.5,2500,29,0.3,1.5,0.7,0.7,0.29
Gardner,Minshew II,QB,,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,4500,16,10.3,9.5,-0.3,0.7,0.16
Julius,Chestnut,RB,,6,2025-10-12,Sun-Mon,TEN,LV,+4.5,41.5,18.5,4000,17,0.8,0.6,0.8,0.7,0.18
Jake,Bobo,WR,,6,2025-10-12,Sun-Mon,SEA,JAX,-0.5,47.5,24,3000,23,2.7,1.5,2.7,0.6,0.21
Dee,Eskridge,WR,,6,2025-10-12,Sun-Mon,MIA,LAC,+4.5,43.5,19.5,3000,4,1.1,1.2,1.9,0.6,0.19
Tahj,Washington,WR,,6,2025-10-12,Sun-Mon,MIA,LAC,+4.5,43.5,19.5,3000,4,,,,0.6,0.19
Travis,Vokolek,TE,,6,2025-10-12,Sun-Mon,ARI,IND,+7.5,46.5,19.5,2500,11,0.0,0.0,,0.5,0.18
Dareke,Young,WR,,6,2025-10-12,Sun-Mon,SEA,JAX,-0.5,47.5,24,3000,23,1.4,0.7,3.4,0.5,0.16
Jason,Brownlee,WR,,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,3000,26,2.5,2.1,0.0,0.5,0.15
Jalen,Royals,WR,,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,3000,26,,,,0.4,0.12
Dylan,Laube,RB,,6,2025-10-12,Sun-Mon,LV,TEN,-4.5,41.5,23,4000,30,0.8,0.3,2.0,0.4,0.09
Durham,Smythe,TE,,6,2025-10-13,Sun-Mon,CHI,WAS,+5.5,50.5,22.5,2500,19,0.7,1.1,,0.4,0.16
Colson,Yankoff,TE,,6,2025-10-13,Sun-Mon,WAS,CHI,-5.5,50.5,28,2500,17,0.0,0.0,,0.4,0.16
Xavier,Smith,WR,,6,2025-10-12,Sun-Mon,LAR,BAL,-7.5,44.5,26,3000,31,1.0,0.5,4.6,0.3,0.10
Quintin,Morris,TE,,6,2025-10-12,Sun-Mon,JAX,SEA,+0.5,47.5,23.5,2500,28,1.0,0.7,,0.3,0.12
David,Martin-Robinson,TE,,6,2025-10-12,Sun-Mon,TEN,LV,+4.5,41.5,18.5,2500,6,0.3,0.3,,0.3,0.11
Jack,Westover,RB,,6,2025-10-12,Sun-Mon,NE,NO,-3.5,45.5,24.5,4000,24,0.0,0.0,,0.3,0.08
Connor,Heyward,TE,,6,2025-10-12,Sun-Mon,PIT,CLE,-5.5,38.5,22,2500,12,0.7,0.5,0.9,0.3,0.12
Blake,Whiteheart,TE,,6,2025-10-12,Sun-Mon,CLE,PIT,+5.5,38.5,16.5,2500,25,0.6,1.7,0.0,0.3,0.14
Brayden,Willis,TE,,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,2500,21,0.0,0.0,0.0,0.3,0.12
Skyy,Moore,WR,,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,3000,13,0.4,0.2,0.7,0.3,0.09
Reggie,Gilliam,RB,,6,2025-10-13,Sun-Mon,BUF,ATL,-3.5,50.5,27,4000,2,0.1,0.1,,0.2,0.05
LaJohntay,Wester,WR,,6,2025-10-12,Sun-Mon,BAL,LAR,+7.5,44.5,18.5,3000,21,,,,0.2,0.07
Will,Mallory,TE,,6,2025-10-12,Sun-Mon,IND,ARI,-7.5,46.5,27,2500,22,0.7,0.7,,0.2,0.08
Robert,Tonyan,TE,,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,2500,13,0.0,0.9,,0.2,0.08
Nikko,Remigio,WR,,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,3000,26,0.8,1.1,2.1,0.2,0.08
Craig,Reynolds,RB,,6,2025-10-12,Sun-Mon,DET,KC,+2.5,51.5,24.5,4000,13,3.2,1.9,0.4,0.2,0.04
Jack,Stoll,TE,,6,2025-10-12,Sun-Mon,NO,NE,+3.5,45.5,21,2500,32,2.4,1.3,5.9,0.2,0.08
Devin,Culp,TE,,6,2025-10-12,Sun-Mon,TB,SF,-3.5,47.5,25.5,2500,15,2.8,2.8,,0.2,0.08
Roschon,Johnson,RB,,6,2025-10-13,Sun-Mon,CHI,WAS,+5.5,50.5,22.5,4000,10,3.2,4.4,,0.2,0.05
Rasheen,Ali,RB,,6,2025-10-12,Sun-Mon,BAL,LAR,+7.5,44.5,18.5,4000,3,0.7,0.5,0.5,0.1,0.03
Anthony,Gould,WR,,6,2025-10-12,Sun-Mon,IND,ARI,-7.5,46.5,27,3000,18,0.7,0.4,,0.1,0.04
George,Holani,RB,,6,2025-10-12,Sun-Mon,SEA,JAX,-0.5,47.5,24,4000,14,1.4,1.2,5.2,0.1,0.03
Tucker,Fisk,TE,,6,2025-10-12,Sun-Mon,LAC,MIA,-4.5,43.5,24,2500,24,0.9,1.2,0.0,0.1,0.05
Curtis,Samuel,WR,O,6,2025-10-13,Sun-Mon,BUF,ATL,-3.5,50.5,27,3300,6,7.7,7.3,6.3,0.0,0.00
Ray-Ray,McCloud III,WR,O,6,2025-10-13,Sun-Mon,ATL,BUF,+3.5,50.5,23.5,3500,10,4.6,6.5,3.1,0.0,0.00
Darnell,Mooney,WR,O,6,2025-10-13,Sun-Mon,ATL,BUF,+3.5,50.5,23.5,4700,10,6.8,8.1,5.0,0.0,0.00
Dalton,Kincaid,TE,O,6,2025-10-13,Sun-Mon,BUF,ATL,-3.5,50.5,27,4400,1,13.9,9.3,13.9,0.0,0.00
Tutu,Atwell,WR,O,6,2025-10-12,Sun-Mon,LAR,BAL,-7.5,44.5,26,3500,31,5.3,4.0,5.3,0.0,0.00
KaVontae,Turpin,WR,O,6,2025-10-12,Sun-Mon,DAL,CAR,-3.5,49.5,26.5,3400,2,8.8,6.8,8.8,0.0,0.00
Miles,Sanders,RB,O,6,2025-10-12,Sun-Mon,DAL,CAR,-3.5,49.5,26.5,4200,15,10.9,7.3,6.9,0.0,0.00
Chuba,Hubbard,RB,O,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,5800,27,18.3,16.8,14.0,0.0,0.00
Jalen,Coker,WR,O,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,4200,32,10.7,9.6,,0.0,0.00
Jonathon,Brooks,RB,O,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,4000,27,2.5,2.5,,0.0,0.00
Ja'Tavion,Sanders,TE,O,6,2025-10-12,Sun-Mon,CAR,DAL,+3.5,49.5,23,3200,16,5.6,4.5,6.7,0.0,0.00
Christian,Watson,WR,O,6,2025-10-12,Sun-Mon,GB,CIN,-14.5,44.5,29.5,4500,20,7.4,7.8,,0.0,0.00
Erick,All Jr.,TE,O,6,2025-10-12,Sun-Mon,CIN,GB,+14.5,44.5,15,2500,27,3.1,4.0,,0.0,0.00
Kyler,Murray,QB,O,6,2025-10-12,Sun-Mon,ARI,IND,+7.5,46.5,19.5,5700,9,16.4,18.3,16.4,0.0,0.00
Jared,Wiley,TE,O,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,2500,13,0.0,0.2,,0.0,0.00
Rashee,Rice,WR,O,6,2025-10-12,Sun-Mon,KC,DET,-2.5,51.5,27,3000,26,16.3,16.5,,0.0,0.00
Brock,Bowers,TE,O,6,2025-10-12,Sun-Mon,LV,TEN,-4.5,41.5,23,5100,10,12.3,14.5,11.6,0.0,0.00
Quentin,Johnston,WR,O,6,2025-10-12,Sun-Mon,LAC,MIA,-4.5,43.5,24,5900,7,17.5,15.2,17.5,0.0,0.00
Antonio,Gibson,RB,O,6,2025-10-12,Sun-Mon,NE,NO,-3.5,45.5,24.5,4000,24,4.8,6.7,4.8,0.0,0.00
Deshaun,Watson,QB,O,6,2025-10-12,Sun-Mon,CLE,PIT,+5.5,38.5,16.5,4000,29,10.5,11.6,,0.0,0.00
Calvin,Austin III,WR,O,6,2025-10-12,Sun-Mon,PIT,CLE,-5.5,38.5,22,4000,17,7.9,6.9,9.0,0.0,0.00
David,Bell,WR,O,6,2025-10-12,Sun-Mon,CLE,PIT,+5.5,38.5,16.5,3000,28,9.2,6.1,,0.0,0.00
Mike,Evans,WR,O,6,2025-10-12,Sun-Mon,TB,SF,-3.5,47.5,25.5,6600,11,14.8,19.5,11.3,0.0,0.00
Chris,Godwin Jr.,WR,O,6,2025-10-12,Sun-Mon,TB,SF,-3.5,47.5,25.5,5600,11,15.0,16.3,5.6,0.0,0.00
Brandon,Aiyuk,WR,O,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,4900,13,10.5,9.5,,0.0,0.00
Ricky,Pearsall,WR,O,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,5400,13,15.4,12.1,14.6,0.0,0.00
Kurtis,Rourke,QB,O,6,2025-10-12,Sun-Mon,SF,TB,+3.5,47.5,22,4000,27,,,,0.0,0.00
Josh,Williams,RB,O,6,2025-10-12,Sun-Mon,TB,SF,-3.5,47.5,25.5,4000,16,,,,0.0,0.00
Bucky,Irving,RB,O,6,2025-10-12,Sun-Mon,TB,SF,-3.5,47.5,25.5,7000,16,18.5,17.2,19.0,0.0,0.00
Noah,Brown,WR,O,6,2025-10-13,Sun-Mon,WAS,CHI,-5.5,50.5,28,3000,19,5.4,7.3,3.3,0.0,0.00
Terry,McLaurin,WR,O,6,2025-10-13,Sun-Mon,WAS,CHI,-5.5,50.5,28,5800,19,11.5,14.5,8.3,0.0,0.00
